Jul 18, 2021	$1,900.19	$1,988.34	$1,883.01	$1,895.55	$13,791,868,728	$221,300,983,041
Jul 17, 2021	$1,876.88	$1,917.60	$1,855.59	$1,898.83	$13,364,282,076	$221,657,905,577
Jul 16, 2021	$1,916.60	$1,959.70	$1,853.59	$1,880.38	$14,884,569,147	$219,480,196,483
Jul 15, 2021	$1,994.71	$2,037.74	$1,883.27	$1,911.18	$15,688,092,552	$223,049,018,143
Jul 14, 2021	$1,941.17	$2,015.11	$1,869.22	$1,994.33	$17,342,819,679	$232,727,182,406
Jul 13, 2021	$2,034.10	$2,040.69	$1,922.58	$1,940.08	$16,621,628,658	$226,371,110,382
